fixture,assumption,stage,step,formula,inputs,value
04_active_nts_postponements,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.6818 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.181818 mean=0.8,60.0048
04_active_nts_postponements,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""12"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",20.0000
04_active_nts_postponements,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=12.5238 distress=56.9787 dcs=60.0048 risk=20.0000 gates=['foreclosure_cap'],24.6586
05_no_value_data,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5455 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.136364 mean=0.8,55.4613
05_no_value_data,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=None roi=None equity_pct=None discount=0 mos=None,0.0000
05_no_value_data,default,scoring,distress,"sum, capped 100",,0.0000
05_no_value_data,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5455 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.136364 mean=0.8,55.4613
05_no_value_data,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",8.0000
05_no_value_data,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=0.0000 distress=0.0000 dcs=55.4613 risk=8.0000 gates=['insufficient_data'],9.0923
06_no_debt_data,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5909 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.181818 mean=0.85,57.5278
06_no_debt_data,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=19531.30 roi=0.064658 equity_pct=1.000000 discount=0.387663 mos=0.060732,43.8744
06_no_debt_data,default,scoring,distress,"sum, capped 100",,0.0000
06_no_debt_data,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5909 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.181818 mean=0.85,57.5278
06_no_debt_data,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",8.0000
06_no_debt_data,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=43.8744 distress=0.0000 dcs=57.5278 risk=8.0000 gates=[],31.4428
07_negative_equity,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.6364 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.181818 mean=0.85,58.8928
07_negative_equity,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=1340.46 roi=0.005474 equity_pct=-0.300000 discount=0.467989 mos=0.005445,15.6974
07_negative_equity,default,scoring,distress_absentee,spec S10 point table x recency decay,,5
07_negative_equity,default,scoring,distress_listing_expired,spec S10 point table x recency decay,,5.8723
07_negative_equity,default,scoring,distress,"sum, capped 100",,10.8723
07_negative_equity,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.6364 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.181818 mean=0.85,58.8928
07_negative_equity,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""0"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",0.0000
07_negative_equity,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=15.6974 distress=10.8723 dcs=58.8928 risk=0.0000 gates=[],21.8017
08_active_bankruptcy,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.6818 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.85,60.7094
08_active_bankruptcy,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=27427.12 roi=0.072872 equity_pct=0.440000 discount=0.384473 mos=0.067923,40.7363
08_active_bankruptcy,default,scoring,distress_bankruptcy_active,spec S10 point table x recency decay,,11.7447
08_active_bankruptcy,default,scoring,distress,"sum, capped 100",,11.7447
08_active_bankruptcy,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.6818 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.85,60.7094
08_active_bankruptcy,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""15"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",23.0000
08_active_bankruptcy,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=40.7363 distress=11.7447 dcs=60.7094 risk=23.0000 gates=[],29.1090
09_ocr_low_confidence,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.045455 mean=0.65,52.4372
09_ocr_low_confidence,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=10528.20 roi=0.028365 equity_pct=0.538462 discount=0.430466 mos=0.027582,37.2607
09_ocr_low_confidence,default,scoring,distress,"sum, capped 100",,0.0000
09_ocr_low_confidence,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.045455 mean=0.65,52.4372
09_ocr_low_confidence,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",8.0000
09_ocr_low_confidence,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=37.2607 distress=0.0000 dcs=52.4372 risk=8.0000 gates=[],27.1178
10_released_lien,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.7273 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.88,62.2244
10_released_lien,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=28452.50 roi=0.080872 equity_pct=0.476829 discount=0.371321 mos=0.141896,44.6826
10_released_lien,default,scoring,distress_other_involuntary_liens,spec S10 point table x recency decay,,2.9362
10_released_lien,default,scoring,distress_owned_over_15yr,spec S10 point table x recency decay,,4
10_released_lien,default,scoring,distress,"sum, capped 100",,6.9362
10_released_lien,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.7273 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.88,62.2244
10_released_lien,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""6"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",14.0000
10_released_lien,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=44.6826 distress=6.9362 dcs=62.2244 risk=14.0000 gates=[],32.6734
11_missing_apn,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5455 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.136364 mean=0.8,55.4613
11_missing_apn,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=6544.58 roi=0.019481 equity_pct=0.517241 discount=0.435833 mos=0.019108,35.0703
11_missing_apn,default,scoring,distress,"sum, capped 100",,0.0000
11_missing_apn,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.5455 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.136364 mean=0.8,55.4613
11_missing_apn,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""8"", ""risk_hoa_arrears"": ""0"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",8.0000
11_missing_apn,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=35.0703 distress=0.0000 dcs=55.4613 risk=8.0000 gates=[],26.6274
12_condo_hoa_arrears,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.7273 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.9,62.3244
12_condo_hoa_arrears,default,scoring,fos,100*(.30 profit + .25 roi + .20 equity + .15 discount + .10 mos),profit=17648.72 roi=0.074337 equity_pct=0.378182 discount=0.387056 mos=0.136677,38.7577
12_condo_hoa_arrears,default,scoring,distress_other_involuntary_liens,spec S10 point table x recency decay,,3.0000
12_condo_hoa_arrears,default,scoring,distress_absentee,spec S10 point table x recency decay,,5
12_condo_hoa_arrears,default,scoring,distress,"sum, capped 100",,8.0000
12_condo_hoa_arrears,default,scoring,dcs,100*(.30 coverage + .20 corroboration + .20 recency + .15 (1-conflict) + .10 verification + .05 extraction),coverage=0.7273 corrob=0.000000 recency=0.9366328582337722567513366919478634027899 conflict_penalty=0 verification=0.227273 mean=0.9,62.3244
12_condo_hoa_arrears,default,scoring,risk,spec S10 additive penalties,"{""risk_liens"": ""0"", ""risk_bankruptcy"": ""0"", ""risk_foreclosure_stage"": ""0"", ""risk_owner_only_liens_over_10k"": ""0"", ""risk_title_flags"": ""0"", ""risk_owner_occupied"": ""0"", ""risk_hoa_arrears"": ""8"", ""risk_material_conflicts"": ""0"", ""risk_low_dcs"": ""0"", ""risk_federal_tax_lien"": ""0""}",8.0000
12_condo_hoa_arrears,default,scoring,overall,"clamp(.5 FOS + .2 Distress + .2 DCS - .25 Risk, 0, 100) + gates",fos=38.7577 distress=8.0000 dcs=62.3244 risk=8.0000 gates=[],31.4437
